"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 40","2747802125.jpg","-","The Repast of the Lion","Maulleigh","Henri Rousseau (le Douanier) (French, 18441910);;Title;The Repast of the Lion;;Date;ca. 1907;;Medium;Oil on canvas;;Dimensions;44 3/4 x 63 in. (113.7 x 160 cm);;Credit Line;Bequest of Sam A. Lewisohn, 1951;;This is probably one of the &quot;paysage exotique&quot; paintings Rousseau showed at the 1907 Salon d'Automne in Paris. He had first explored this theme in &quot;Surprise&quot; of 1891 (private collection), two years before he retired from his post as a customs official (hence his nickname, &quot;le Douanier&quot;) to devote himself full-time to his art. Rousseau's early biographers, wishing to explain the gap between his fantastic jungle scenes and his pedestrian life as a civil servant, traced the self-taught artist's inspiration to his supposed adventures as a young soldier in Mexico and South America. However, the tales they had spun began to unravel, and Rousseau was forced to admit that he had &quot;never traveled further than to the hothouses in the Jardin des Plantes in Paris.&quot; Besides frequenting the city's botanical gardens and menageries, Rousseau drew inspiration from popular ethnographic journals and illustrated children's books.","Maulleigh: the,Maulleigh: repast,Maulleigh: lion,Maulleigh: henri,Maulleigh: rousseau,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: new,Maulleigh: york,Maulleigh: city,Maulleigh: metropolitanmuseum,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","2750367889.jpg","51.112.2","Ia Orana Maria (Hail Mary),","Maulleigh","Ia Orana Maria (Hail Mary), 1891;Paul Gauguin (French, 18481903);Oil on canvas; 44 3/4 x 34 1/2 in. (113.7 x 87.6 cm);Bequest of Sam A. Lewisohn, 1951 (51.112.2);;In this picture, painted during the artist's first trip to Tahiti (189193), Gauguin adapts the vernacular art and customs of the South Pacific to express a Christian theme. The title, in native dialect, is the angel Gabriel's greeting to the Virgin Mary at the Annunciation. The composition is based on a photograph of a bas-relief in the Javanese temple of Borobudur.;","Maulleigh: ia,Maulleigh: orana,Maulleigh: maria,Maulleigh: hail,Maulleigh: mary,Maulleigh: paul,Maulleigh: gauguin,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: new,Maulleigh: york,Maulleigh: city,Maulleigh: metropolitanmuseum,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","28314052.jpg","-","At the museum","t_a_i_s","Modern art gallery at the Met","t_a_i_s: nyc,t_a_i_s: metmuseum,t_a_i_s: museumwatchers,2D,Art2or3,painting,Artwork","Painting"
"SET 40","2943895931.jpg","-","6","The Other Pete","Printable versions of the art from my Utata Speaks '08 essay.","The Other Pete: timewemet,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3032217895.jpg","-","Interior of Saint Peter's, Rome","Maulleigh","Giovanni Paolo Panini (Italian, Roman, 16911765);;Title;Interior of Saint Peter's, Rome;;Date;after 1754;;Medium;Oil on canvas;;Dimensions;29 1/8 x 39 1/4 in. (74 x 99.7 cm);;Saint Peter's was an obligatory stop for both pilgrims and tourists to Rome. Panini made numerous versions of this view, updating them in accordance with additions and alterations to the basilica. The earliest version is a large canvas in the Louvre, Paris, painted in 1730 for the French Ambassador, Cardinal Melchior de Polignac. The Metropolitan's picture postdates 1754, when the statues of Saint Theresa of Avila and Saint Vincent de Paul in the niches of the first two pilasters on the right were erected.","Maulleigh: interior,Maulleigh: saint,Maulleigh: peters,Maulleigh: rome,Maulleigh: giovanni,Maulleigh: paolo,Maulleigh: panini,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3067339790.jpg","17.204","Mrs. Walter Rathbone Bacon (Virginia Purdy, died 1919), 1897","Maulleigh","Mrs. Walter Rathbone Bacon (Virginia Purdy, died 1919), 1897;Anders Leonard Zorn (Swedish, 18601920);Oil on canvas; 67 1/4 x 42 1/2 in. (170.8 x 108 cm);Gift of Mrs. Walter Rathbone Bacon, in memory of her husband, 1917 (17.204);;As a portraitist, Zorn acquired an international clientele that included prominent Americansfrom socialites to financiers and presidents. He painted this portrait in 1897 during his second visit to America. His sitter, the wife of the president of B &amp; O Southwestern Railroad, is rendered with broad, fluid brushworka nod to Impressionismthat suggests a spontaneous moment. According to the sitter's husband, both Sargent and Whistler admired this portrait when it was exhibited at the Paris Salon of 1897.","Maulleigh: walter,Maulleigh: rathbone,Maulleigh: bacon,Maulleigh: virginia,Maulleigh: purdy,Maulleigh: anders,Maulleigh: leonard,Maulleigh: zorn,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3167426717.jpg","-","26-12-2008 Pollock and me","vie!","Photo by Mich!","vie!: ny,vie!: newyork,vie!: themet,vie!: metropolitanmuseumofart,vie!: manhattan,vie!: pollock,vie!: jacksonpollock,vie!: nyc,vie!: newyorkcity,vie!: blur,vie!: blury,vie!: sooc,vie!: popart,vie!: modernart,vie!: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3171336241.jpg","-","20081227_met34","rubicat","NA","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3171336339.jpg","-","20081227_met35","rubicat","NA","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3171336423.jpg","-","20081227_met36","rubicat","NA","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3171336787.jpg","-","20081227_met41","rubicat","Klimt: ODD.","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3171337611.jpg","-","20081227_met50","rubicat","NA","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3172166376.jpg","-","20081227_met32","rubicat","The expansive Masters galleries.","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3172166468.jpg","-","20081227_met33","rubicat","NA","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3172168012.jpg","-","20081227_met49","rubicat","Bizarre, yet pretty.","rubicat: art,rubicat: newyork,rubicat: travel,rubicat: met,rubicat: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3183552851.jpg","-","MMA 01/09/09","cjn212","Manierre Dawson;&quot;Meeting (The Three Graces), 1912&quot;","cjn212: cjn212,cjn212: cjnye,cjn212: grotto,cjn212: 010909,Hellenophile: abstract,Hellenophile: ageofglobalconflict,cjn212: metmoment,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 40","3183553279.jpg","-","MMA 01/09/09","cjn212","Closing time.","cjn212: cjn212,cjn212: cjnye,cjn212: grotto,cjn212: 010909,cjn212: metmoment,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 40","3184388330.jpg","-","MMA 01/09/09","cjn212","<a href=http://www.metmuseum.org/special/philippe_de_montebello_years/exhibition/view.aspx?an=2005.347&amp;vt=iv&amp;pg=13>www.metmuseum.org/special/philippe_de_montebello_years/ex...</a>","cjn212: cjn212,cjn212: cjnye,cjn212: grotto,cjn212: 010909,Hellenophile: renaissance,Hellenophile: hanshoffman,cjn212: metmoment,cjn212: cjnyecom,cjn212: carolinenye,cjn212: carolinejnye,cjn212: womanartist,cjn212: art,cjn212: artist,cjn212: ny,cjn212: nyc,cjn212: newyork,cjn212: emerging,cjn212: painting,cjn212: painter,cjn212: museum,cjn212: museums,cjn212: gallery,cjn212: galleries,cjn212: grotto212,cjn212: workonpaper,cjn212: oilpainting,cjn212: oilpaintings,cjn212: diptych,cjn212: modular,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 40","3184388810.jpg","-","MMA 01/09/09","cjn212","<a href=http://www.metmuseum.org/special/philippe_de_montebello_years/exhibition/view.aspx?an=2005.100.1&amp;vt=iv&amp;pg=1>www.metmuseum.org/special/philippe_de_montebello_years/ex...</a>","cjn212: cjn212,cjn212: cjnye,cjn212: grotto,cjn212: 010909,Hellenophile: industrialrevolutionii,Hellenophile: photography,Hellenophile: aguado,cjn212: metmoment,cjn212: cjnyecom,cjn212: carolinenye,cjn212: carolinejnye,cjn212: womanartist,cjn212: art,cjn212: artist,cjn212: ny,cjn212: nyc,cjn212: newyork,cjn212: emerging,cjn212: painting,cjn212: painter,cjn212: museum,cjn212: museums,cjn212: gallery,cjn212: galleries,cjn212: grotto212,cjn212: workonpaper,cjn212: oilpainting,cjn212: oilpaintings,cjn212: diptych,cjn212: modular,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 40","3194800437.jpg","50.135.4","Portrait of a Member of the Wedigh Family, Probably Hermann Wedigh (died 1560), 1532","Maulleigh","Portrait of a Member of the Wedigh Family, Probably Hermann Wedigh (died 1560), 1532;Hans Holbein the Younger (German, 1497/981543);Oil on wood; 16 5/8 x 12 3/4 in. (42.2 x 32.4 cm), with added strip of 1/2 in. (1.3 cm) at bottom;Bequest of Edward S. Harkness, 1940 (50.135.4);;The sitter's ring displays the arms of the Wedighs of Cologne. He has sometimes been identified as Hermann Wedigh III, a merchant and member of the Hanseatic trading company in London. The quote from Terence on the sheet of paper was popular among humanists. The penetrating gaze and meticulous technique are characteristic of Holbein's work at its best.","Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,Maulleigh: hans,Maulleigh: holbein,Maulleigh: younger,Maulleigh: portrait,Maulleigh: member,Maulleigh: wedigh,Maulleigh: family,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3194991501.jpg","-","Madame Cezanne (nee Hortense Fiquet, 18501922) in the Conservatory","Maulleigh","Paul Cezanne (French, 18391906);;Title;Madame Cezanne (nee Hortense Fiquet, 18501922) in the Conservatory;;Date;1891;;Medium;Oil on canvas;;Dimensions;36 1/4 x 28 3/4 in. (92.1 x 73 cm);;Cezanne met Hortense Fiquet, a former artist's model, about 1869, but they did not marry until 1886. By that date, their son, Paul, was fourteen. According to him, this portrait was painted in 1891 in the conservatory of Jas de Bouffan, the Cezanne family estate, near Aix-en-Provence. Of the more than two dozen paintings for which Hortense posed, this unfinished canvas offers compelling insight into Cezanne's working method.","Maulleigh: paul,Maulleigh: cezanne,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3195760178.jpg","-","Mrs. William Astor (Caroline Webster Schermerhorn, 18311908)","Maulleigh","Charles-Emile-Auguste Carolus-Duran (French, 18381917);;Title;Mrs. William Astor (Caroline Webster Schermerhorn, 18311908);;Date;1890;;Medium;Oil on canvas;;Dimensions;83 1/2 x 42 1/4 in. (212.1 x 107.3 cm);;<i>Caroline Webster Schermerhorn Astor (September 22, 1830 October 30, 1908) was a prominent American socialite of the last quarter of the 19th century. Famous for being referred to as simply &quot;the Mrs. Astor&quot; later in life, she was the wife of real estate heir William Backhouse Astor Jr.</i>","Maulleigh: astor,Maulleigh: schermerhorn,Maulleigh: gilded,Maulleigh: age,Maulleigh: portrait,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3197295677.jpg","-","Portrait of an Old Man","Maulleigh","Hans Memling (Netherlandish, active by 1465, died 1494);;Title;Portrait of an Old Man;;Date;ca. 1475;;Medium;Oil on wood;;Dimensions;Overall 10 3/8 x 7 5/8 in. (26.4 x 19.4 cm); painted surface 10 x 7 1/4 in. (25.4 x 18.4 cm);;This sympathetic portrait of an elderly man apparently formed a diptych with a portrait of an old woman in the Museum of Fine Arts, Houston. Rather than representing the sitters in a state of eternal prayer, as in the Portinari portraits displayed nearby, this panel and its pendant are secular works, created to preserve the appearance of the sitters for posterity.","Maulleigh: portrait,Maulleigh: an,Maulleigh: old,Maulleigh: man,Maulleigh: hans,Maulleigh: memling,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3198112174.jpg","-","Madame Philippe Desbassayns de Richemont (Jeanne Egle Mourgue, 17781855) and Her Son, Eugene (18001859)","Maulleigh","Marie-Guillelmine Benoist (French, 17681826);;Title;Madame Philippe Desbassayns de Richemont (Jeanne Egle Mourgue, 17781855) and Her Son, Eugene (18001859);;Date;ca. 180203;;Medium;Oil on canvas;;Dimensions;46 x 35 1/4 in. (116.8 x 89.5 cm);;At least two copies of this portrait are presently with descendents of the sitter. One, which has a pendant representing the husband and does not include the child, is with Comte Yorick de Beauregard, chateau du Deffend, Montravers (France). The other is with the Comtesse d'Hauteville, chateau de la Brosse, Saint-Laurent en Gatine (France). A third portrait, also without the child, was with the Comtesse de Cheyron de Pavillon, nee Madeleine Desbassayns de Richemont, in 1982 (see color photograph in Paintings Department archives); it is attributed by family tradition to Mme Benoist. A fourth copy is in the Imperial Suite of the Hotel Ritz, Paris. Two other copies do include the child: one was reproduced hanging in a private house in Lorraine [see Ref. Longnon and Huard, French Provincial Furniture, 1927]; the other, apparently by a later hand, was in the possession of Hazlitt, Gooden &amp; Fox, London, in 1978 (photo in Paintings Department archives).","Maulleigh: marieguillelmine,Maulleigh: benoist,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3198219444.jpg","1987.290.3ap","The Fifteen Mysteries and the Virgin of the Rosary","Maulleigh","The Fifteen Mysteries and the Virgin of the Rosary;Netherlandish Painter (possibly Goswijn van der Weyden, active by 1491, died after 1538), ca. 151520;Oil on wood; (a) 9 7/8 x 21 in. (25.1 x 53.3 cm); (bp) each 5 x 4 1/8 in. (12.7 x 10.5 cm);Anonymous Bequest, 1984 (1987.290.3ap);;Depicted in this miniature altarpiece are the fifteen mysteries associated with the Virgin's life: five joyful, five sorrowful, and five glorious. The scene at the base seems related to a well-known legend of a miracle that saved a man from his captors: the Christ Child, held by the Virgin, unfurls a rosary of white and red roses made from blossoms that issue from the man's mouth each time he recites a Hail Mary. The legend was widely associated with the origin of the cult of the Rosary, a popular form of personal devotion during the age of the Reformation. The picture includes a topographical view of the park and Coudenberg Palace of the dukes of Brabant in Brussels and must have been commissioned for a member of the Habsburg court, possibly the lords of Ravensteyn. Based on the style and distinctive features in parts of the painting, it has been attributed to Goswijn van der Weyden, grandson of the great Rogier van der Weyden.","Maulleigh: the,Maulleigh: fifteen,Maulleigh: mysteries,Maulleigh: virgin,Maulleigh: rosary,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3198228102.jpg","1987.290.3ap","The Fifteen Mysteries and the Virgin of the Rosary (bottom detail)","Maulleigh","The Fifteen Mysteries and the Virgin of the Rosary;Netherlandish Painter (possibly Goswijn van der Weyden, active by 1491, died after 1538), ca. 151520;Oil on wood; (a) 9 7/8 x 21 in. (25.1 x 53.3 cm); (bp) each 5 x 4 1/8 in. (12.7 x 10.5 cm);Anonymous Bequest, 1984 (1987.290.3ap);;Depicted in this miniature altarpiece are the fifteen mysteries associated with the Virgin's life: five joyful, five sorrowful, and five glorious. The scene at the base seems related to a well-known legend of a miracle that saved a man from his captors: the Christ Child, held by the Virgin, unfurls a rosary of white and red roses made from blossoms that issue from the man's mouth each time he recites a Hail Mary. The legend was widely associated with the origin of the cult of the Rosary, a popular form of personal devotion during the age of the Reformation. The picture includes a topographical view of the park and Coudenberg Palace of the dukes of Brabant in Brussels and must have been commissioned for a member of the Habsburg court, possibly the lords of Ravensteyn. Based on the style and distinctive features in parts of the painting, it has been attributed to Goswijn van der Weyden, grandson of the great Rogier van der Weyden.","Maulleigh: the,Maulleigh: fifteen,Maulleigh: mysteries,Maulleigh: virgin,Maulleigh: rosary,Maulleigh: detail,Maulleigh: painting,Maulleigh: coudenberg,Maulleigh: palace,Maulleigh: habsburg,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3205943349.jpg","-","In the Gallery, 2009","Maulleigh","This is the woman I wanted to be when I was 12. Heck, I still want to be as cool as she is!","Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: student,Maulleigh: painting,Maulleigh: painter,Maulleigh: metropolitanmuseum,Maulleigh: met,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 40","3206022785.jpg","-","Portrait of a Man","Maulleigh","Domenico Ghirlandaio (Domenico di Tommaso Curradi di Doffo Bigordi) (Italian, Florentine, 14491494);;Title;Portrait of a Man;;Medium;Tempera on wood;;Dimensions;21 1/2 x 17 1/2 in. (54.6 x 44.5 cm);;An early work by Ghirlandaio, probably painted at about the same time as his frescoes at San Gimignano (1477/78). The disturbingly bright green of the background is the result of a cleaning that removed a layer of oxidized pigment.","Maulleigh: portrait,Maulleigh: man,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,Maulleigh: domenico,Maulleigh: ghirlandaio,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3206755990.jpg","-","Saint Roch","Maulleigh","Francesco Francia (Francesco di Marco di Giacomo Raibolini) (Italian, Bolognese, active by 1482, died 1517/18);;Title;Saint Roch;;Date;1502;;Medium;Tempera on wood;;Dimensions;85 1/4 x 59 3/8 in. (216.5 x 150.8 cm);;;This altarpiece was painted in 1502 for the church of the Arciconfraternita di Santa Maria della Morte at Bologna. Members of this confraternity, founded in 1336, visited prisoners and those condemned to death. In 1576 Pope Gregory XIII confirmed their privilege of obtaining the release of a prisoner on Saint Roch's feast day. Saint Roch is shown gesturing towards his plague sore. The leading painter in Bologna in the late fifteenth century, Francia was also a friend of Raphael.;;<i>Saint Roch was a Christian saint, a confessor whose death is commemorated on 16 August; he is specially invoked against the plague.</i>","Maulleigh: saint,Maulleigh: roch,Maulleigh: plague,Maulleigh: god,Maulleigh: angel,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3206837928.jpg","-","Equestrian Portrait of Cornelis (16391680) and Michiel Pompe van Meerdervoort (16381653) with Their Tutor and Coachman (Starting for the Hunt)","Maulleigh","Aelbert Cuyp (Dutch, 16201691);;Title;Equestrian Portrait of Cornelis (16391680) and Michiel Pompe van Meerdervoort (16381653) with Their Tutor and Coachman (&quot;Starting for the Hunt&quot;);;Date;early 1650s;;Medium;Oil on canvas;;Dimensions;43 1/4 x 61 1/2 in. (109.9 x 156.2 cm);;Credit Line;The Friedsam Collection, Bequest of Michael Friedsam, 1931;;Inventories of the castle of Meerdervoort made in 1680 and 1749 indicate that Cuyp painted two boys of the wealthy Pompe van Meerdervoort family of Dordrecht with their tutor Caulier and the coachman Willem. The picture hung over the mantle in the children's room, the space for which it was intended. It must have been painted by 1653, the year of Michiel's death. In the distance Cuyp depicted not the flat landscape near Dordrecht, but the countryside near Elten on the Rhine. The inclusion of the ruined castle at the right may reflect the family's pride in its social standing.","Maulleigh: aelbert,Maulleigh: cuyp,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 40","3210501997.jpg","-","Ignacio Garcini y Queralt (17701825), Brigadier of Engineers","Maulleigh","Francisco de Goya y Lucientes (Spanish, 17461828);;Title;Ignacio Garcini y Queralt (17701825), Brigadier of Engineers;;Date;1804;;Medium;Oil on canvas;;Dimensions;41 x 32 3/4 in. (104.1 x 83.2 cm);;Goya was Madrid's most successful and sought after portraitist by 1804, when Colonel Garcini commissioned him to paint portraits of himself and his wife, Josefa. An official in the War Department, Garcini wears the uniform of the Corps of Engineers. The embroidered red cross on his coat and the badge of the Order of Santiago are decorations he received in 1806 and must have been added later. After the French invasion of Spain in 1808, Garcini became a collaborator, and in 1811 he wrote the book, &quot;Chronicle of Spain since the Reign of Charles IV. Account of the Persecution Suffered by Colonel D. Ignacio Garcini.&quot;;;Goya was perhaps Madrid's most successful and sought-after portraitist by 1804, when Colonel Garcini commissioned him to make this pair of portraits of himself and his wife Josefa. Typical of Goya's work at this time, they are more remarkable for their differences than their similarities: he is official, she is informal; he is standing, she is sitting. At mid-career, Goya made fewer concessions to formal conventions, attractiveness, and rank. Colonel Garcini, an official in the War Department, wears the uniform of the Corps of Engineers. The embroidered red cross on his coat and the badge of the Order of Santiago are decorations he received in 1806 and must have been added to the portrait later. Garcini was apparently a collaborator after the French invaded Spain in 1808. He wrote a book in 1811 entitled Chronicle of Spain since the Reign of Charles IV. Account of the Persecution Suffered by Colonel D. Ignacio Garcini.","Maulleigh: francisco,Maulleigh: de,Maulleigh: goya,Maulleigh: y,Maulleigh: lucientes,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
